cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_materia;sigla_departamento
648072;A ;35;20181;1109057;116327;CIC         
648072;A ;35;20181;1109057;116327;CIC         
648072;A ;35;20181;1109057;116327;CIC         
653489;A ;40;20181;1067800;116599;CIC         
653489;A ;40;20181;1067800;116599;CIC         
654919;A ;25;20181;1070380;113913;CIC         
654919;A ;25;20181;1070380;113913;CIC         
654919;A ;25;20181;1070380;113913;CIC         
654919;A ;25;20181;1070380;113913;CIC         
654924;D ;25;20181;1050711;113913;CIC         
654924;D ;25;20181;1050711;113913;CIC         
654924;D ;25;20181;1070380;113913;CIC         
654924;D ;25;20181;1070380;113913;CIC         
654924;D ;25;20181;1050711;113913;CIC         
654924;D ;25;20181;1050711;113913;CIC         
654924;D ;25;20181;1070380;113913;CIC         
654924;D ;25;20181;1070380;113913;CIC         
654925;G ;25;20181;1070380;113913;CIC         
654925;G ;25;20181;1070380;113913;CIC         
654925;G ;25;20181;1070380;113913;CIC         
654925;G ;25;20181;1070380;113913;CIC         
659908;A ;30;20181;1106058;116866;CIC         
659908;A ;30;20181;1106058;116866;CIC         
668470;B ;40;20182;1035746;116378;CIC         
668470;B ;40;20182;1035746;116378;CIC         
668470;B ;40;20182;1035746;116378;CIC         
668470;B ;40;20182;1035746;116378;CIC         
672075;E ;25;20182;1054791;113913;CIC         
672075;E ;25;20182;1054791;113913;CIC         
672075;E ;25;20182;1070380;113913;CIC         
672075;E ;25;20182;1070380;113913;CIC         
672075;E ;25;20182;1054791;113913;CIC         
672075;E ;25;20182;1054791;113913;CIC         
672075;E ;25;20182;1070380;113913;CIC         
672075;E ;25;20182;1070380;113913;CIC         
672078;C ;26;20182;986551;113913;CIC         
672078;C ;26;20182;986551;113913;CIC         
672078;C ;26;20182;986551;113913;CIC         
672078;C ;26;20182;986551;113913;CIC         
672078;C ;26;20182;1070380;113913;CIC         
672078;C ;26;20182;1070380;113913;CIC         
672078;C ;26;20182;1070380;113913;CIC         
672078;C ;26;20182;1070380;113913;CIC         
654175;B ;40;20181;1034448;113468;CIC         
654175;B ;40;20181;1034448;113468;CIC         
654535;H ;32;20181;1103679;113476;CIC         
654535;H ;32;20181;1103679;113476;CIC         
654535;H ;32;20181;1103679;113476;CIC         
654914;K ;25;20181;1070380;113913;CIC         
654914;K ;25;20181;1070380;113913;CIC         
654914;K ;25;20181;1070380;113913;CIC         
654914;K ;25;20181;1070380;113913;CIC         
666294;A ;1;20182;1049119;207314;CIC         
666294;A ;1;20182;1049119;207314;CIC         
666294;A ;1;20182;1049119;207314;CIC         
666294;A ;1;20182;1049119;207314;CIC         
666294;A ;1;20182;1049119;207314;CIC         
672768;B ;40;20182;1011693;116572;CIC         
672768;B ;40;20182;1011693;116572;CIC         
672768;B ;40;20182;1011693;116572;CIC         
672768;B ;40;20182;1011693;116572;CIC         
672768;B ;40;20182;1011693;116572;CIC         
672768;B ;40;20182;1011693;116572;CIC         
673997;A ;20;20182;986551;200379;CIC         
673997;A ;20;20182;986551;200379;CIC         
675160;A ;30;20182;1106058;116866;CIC         
675160;A ;30;20182;1106058;116866;CIC         
675189;D ;40;20182;1032585;116394;CIC         
675189;D ;40;20182;1032585;116394;CIC         
648665;E ;40;20181;1067800;116319;CIC         
648665;E ;40;20181;1067800;116319;CIC         
661173;A ;20;20181;149667;316024;CIC         
661173;A ;20;20181;149667;316024;CIC         
669627;A ;40;20182;1012606;116726;CIC         
670397;A ;40;20182;1027735;117251;CIC         
670397;A ;40;20182;1027735;117251;CIC         
648073;B ;45;20181;997536;116327;CIC         
648073;B ;45;20181;997536;116327;CIC         
648073;B ;45;20181;997536;116327;CIC         
648073;B ;45;20181;997536;116327;CIC         
651392;A ;45;20181;63304;116343;CIC         
651392;A ;45;20181;63304;116343;CIC         
654323;B ;35;20181;1027654;116416;CIC         
654323;B ;35;20181;1027654;116416;CIC         
654323;B ;35;20181;1027654;116416;CIC         
654323;B ;35;20181;1027654;116416;CIC         
672079;D ;25;20182;1054791;113913;CIC         
672079;D ;25;20182;1054791;113913;CIC         
672079;D ;25;20182;1070380;113913;CIC         
672079;D ;25;20182;1070380;113913;CIC         
672079;D ;25;20182;1054791;113913;CIC         
672079;D ;25;20182;1054791;113913;CIC         
672079;D ;25;20182;1070380;113913;CIC         
672079;D ;25;20182;1070380;113913;CIC         
652253;A ;42;20181;63304;116432;CIC         
652253;A ;42;20181;63304;116432;CIC         
655920;A ;30;20181;1056662;117935;CIC         
655920;A ;30;20181;1056662;117935;CIC         
665658;A ;40;20182;994235;201600;CIC         
665658;A ;40;20182;994235;201600;CIC         
666924;B ;40;20182;1032585;116394;CIC         
666924;B ;40;20182;1032585;116394;CIC         
677338;A ;30;20182;504211;117927;CIC         
677338;A ;30;20182;504211;117927;CIC         
652214;A ;40;20181;1012606;116726;CIC         
655248;A ;30;20181;139751;204323;CIC         
655248;A ;30;20181;139751;204323;CIC         
656505;A ;30;20181;1034456;117242;CIC         
656505;A ;30;20181;1034456;117242;CIC         
672953;A ;30;20182;1056662;117935;CIC         
672953;A ;30;20182;1056662;117935;CIC         
651282;B ;40;20181;1036602;116441;CIC         
651282;B ;40;20181;1036602;116441;CIC         
666927;A ;30;20182;1016377;116394;CIC         
666927;A ;30;20182;1016377;116394;CIC         
670765;A ;40;20182;1067800;116599;CIC         
670765;A ;40;20182;1067800;116599;CIC         
670829;A ;45;20182;986721;117366;CIC         
670829;A ;45;20182;986721;117366;CIC         
672387;A ;40;20182;994235;117536;CIC         
672387;A ;40;20182;994235;117536;CIC         
649272;C ;30;20181;151785;116394;CIC         
649272;C ;30;20181;151785;116394;CIC         
654532;C ;40;20181;1048473;113476;CIC         
654532;C ;40;20181;1048473;113476;CIC         
654532;C ;40;20181;1048473;113476;CIC         
668805;B ;40;20182;131032;116441;CIC         
668805;B ;40;20182;131032;116441;CIC         
669661;A ;42;20182;63304;116432;CIC         
669661;A ;42;20182;63304;116432;CIC         
673445;A ;40;20182;1034456;117242;CIC         
673445;A ;40;20182;1034456;117242;CIC         
650922;B ;40;20181;997536;116378;CIC         
650922;B ;40;20181;997536;116378;CIC         
650922;B ;40;20181;997536;116378;CIC         
650922;B ;40;20181;997536;116378;CIC         
650923;A ;40;20181;1035746;116378;CIC         
650923;A ;40;20181;1035746;116378;CIC         
650923;A ;40;20181;1035746;116378;CIC         
650923;A ;40;20181;1035746;116378;CIC         
650969;A ;40;20181;149870;116467;CIC         
650969;A ;40;20181;149870;116467;CIC         
650969;A ;40;20181;149870;116467;CIC         
650969;A ;40;20181;149870;116467;CIC         
650969;A ;40;20181;149870;116467;CIC         
650969;A ;40;20181;149870;116467;CIC         
656534;A ;40;20181;1096214;121614;CIC         
666359;C ;40;20182;1056662;116319;CIC         
666359;C ;40;20182;1056662;116319;CIC         
668514;A ;40;20182;1035011;116467;CIC         
668514;A ;40;20182;1035011;116467;CIC         
668514;A ;40;20182;1035011;116467;CIC         
668514;A ;40;20182;1035011;116467;CIC         
668514;A ;40;20182;1035011;116467;CIC         
668514;A ;40;20182;1035011;116467;CIC         
670324;C ;40;20182;309940;113450;CIC         
670324;C ;40;20182;309940;113450;CIC         
648074;C ;35;20181;1034448;116327;CIC         
648074;C ;35;20181;1034448;116327;CIC         
648074;C ;35;20181;1034448;116327;CIC         
648074;C ;35;20181;1034448;116327;CIC         
648667;B ;40;20181;149667;116319;CIC         
648667;B ;40;20181;149667;116319;CIC         
665846;C ;35;20182;1034448;116327;CIC         
665846;C ;35;20182;1034448;116327;CIC         
665846;C ;35;20182;1034448;116327;CIC         
665846;C ;35;20182;1034448;116327;CIC         
666356;E ;40;20182;1067800;116319;CIC         
666356;E ;40;20182;1067800;116319;CIC         
671728;B ;35;20182;1099264;113476;CIC         
671728;B ;35;20182;1099264;113476;CIC         
671728;B ;35;20182;1099264;113476;CIC         
672354;A ;40;20182;139751;204323;CIC         
672354;A ;40;20182;139751;204323;CIC         
679863;GG;40;20182;1016512;113476;CIC         
679863;GG;40;20182;1016512;113476;CIC         
679863;GG;40;20182;1016512;113476;CIC         
650643;A ;40;20181;1016377;113468;CIC         
650643;A ;40;20181;1016377;113468;CIC         
650916;A ;40;20181;1053574;116882;CIC         
650916;A ;40;20181;1053574;116882;CIC         
650916;A ;40;20181;1053574;116882;CIC         
652317;B ;40;20181;1048571;117889;CIC         
652317;B ;40;20181;1048571;117889;CIC         
654322;A ;35;20181;1012606;116416;CIC         
654322;A ;35;20181;1012606;116416;CIC         
654322;A ;35;20181;1012606;116416;CIC         
654322;A ;35;20181;1012606;116416;CIC         
654533;D ;40;20181;1034456;113476;CIC         
654533;D ;40;20181;1034456;113476;CIC         
654533;D ;40;20181;1034456;113476;CIC         
657567;F ;41;20181;1109057;113476;CIC         
657567;F ;41;20181;1109057;113476;CIC         
657567;F ;41;20181;1109057;113476;CIC         
668804;A ;40;20182;1036602;116441;CIC         
668804;A ;40;20182;1036602;116441;CIC         
669497;A ;40;20182;1054791;116424;CIC         
669497;A ;40;20182;1054791;116424;CIC         
669497;A ;40;20182;1054791;116424;CIC         
669497;A ;40;20182;1054791;116424;CIC         
671729;C ;41;20182;1048473;113476;CIC         
671729;C ;41;20182;1048473;113476;CIC         
671729;C ;41;20182;1048473;113476;CIC         
671731;E ;40;20182;1034456;113476;CIC         
671731;E ;40;20182;1034456;113476;CIC         
671731;E ;40;20182;1034456;113476;CIC         
672484;A ;40;20182;1017152;206075;CIC         
672484;A ;40;20182;1017152;206075;CIC         
672767;A ;40;20182;149667;116653;CIC         
672767;A ;40;20182;149667;116653;CIC         
647871;A ;40;20181;994235;201600;CIC         
647871;A ;40;20181;994235;201600;CIC         
648668;C ;40;20181;1056662;116319;CIC         
648668;C ;40;20181;1056662;116319;CIC         
654534;E ;41;20181;1094092;113476;CIC         
654534;E ;41;20181;1094092;113476;CIC         
654534;E ;41;20181;1094092;113476;CIC         
666925;C ;40;20182;151785;116394;CIC         
666925;C ;40;20182;151785;116394;CIC         
671732;H ;32;20182;1113101;113476;CIC         
671732;H ;32;20182;1011901;113476;CIC         
671732;H ;32;20182;1011901;113476;CIC         
671732;H ;32;20182;1011901;113476;CIC         
671732;H ;32;20182;1113101;113476;CIC         
671732;H ;32;20182;1113101;113476;CIC         
673994;A ;40;20182;1043692;117943;CIC         
673994;A ;40;20182;1043692;117943;CIC         
648666;A ;40;20181;1054791;116319;CIC         
648666;A ;40;20181;1054791;116319;CIC         
651281;A ;40;20181;1096214;116441;CIC         
651281;A ;40;20181;1096214;116441;CIC         
652320;C ;40;20181;131032;117889;CIC         
652320;C ;40;20181;131032;117889;CIC         
654531;B ;35;20181;1099264;113476;CIC         
654531;B ;35;20181;1099264;113476;CIC         
654531;B ;35;20181;1099264;113476;CIC         
663667;B ;20;20181;139751;116297;CIC         
663667;B ;20;20181;139751;116297;CIC         
663667;B ;20;20181;139751;116297;CIC         
663667;B ;20;20181;139751;116297;CIC         
663667;B ;20;20181;139751;116297;CIC         
663667;B ;20;20181;139751;116297;CIC         
669721;C ;40;20182;131032;117889;CIC         
669721;C ;40;20182;131032;117889;CIC         
649276;A ;30;20181;1016377;116394;CIC         
649276;A ;30;20181;1016377;116394;CIC         
652316;A ;40;20181;1043692;117889;CIC         
652316;A ;40;20181;1043692;117889;CIC         
652573;I ;41;20181;1103679;116793;CIC         
652573;I ;41;20181;1103679;116793;CIC         
655283;A ;40;20181;994235;117536;CIC         
655283;A ;40;20181;994235;117536;CIC         
655387;A ;40;20181;1017152;206075;CIC         
655387;A ;40;20181;1017152;206075;CIC         
655712;A ;40;20181;149667;116653;CIC         
655712;A ;40;20181;149667;116653;CIC         
668471;A ;40;20182;1043692;116378;CIC         
668471;A ;40;20182;1043692;116378;CIC         
668471;A ;40;20182;1043692;116378;CIC         
668471;A ;40;20182;1043692;116378;CIC         
669718;B ;40;20182;1114409;117889;CIC         
669718;B ;40;20182;1114409;117889;CIC         
671730;D ;39;20182;1094092;113476;CIC         
671730;D ;39;20182;1094092;113476;CIC         
671730;D ;39;20182;1094092;113476;CIC         
672841;A ;40;20182;1013955;117901;CIC         
672841;A ;40;20182;1013955;117901;CIC         
675162;D ;40;20182;1034332;116319;CIC         
675162;D ;40;20182;1034332;116319;CIC         
655783;A ;40;20181;1048571;117897;CIC         
655783;A ;40;20181;1048571;117897;CIC         
659917;B ;40;20181;986721;117536;CIC         
659917;B ;40;20181;986721;117536;CIC         
666358;B ;40;20182;1112708;116319;CIC         
666358;B ;40;20182;1112708;116319;CIC         
668464;A ;40;20182;1053574;116882;CIC         
668464;A ;40;20182;1053574;116882;CIC         
668464;A ;40;20182;1053574;116882;CIC         
669717;A ;40;20182;1114409;117889;CIC         
669717;A ;40;20182;1114409;117889;CIC         
652254;B ;40;20181;1034332;116432;CIC         
652254;B ;40;20181;1034332;116432;CIC         
654530;A ;40;20181;1011901;113476;CIC         
654530;A ;40;20181;1011901;113476;CIC         
654530;A ;40;20181;1011901;113476;CIC         
665844;A ;35;20182;997536;116327;CIC         
665844;A ;35;20182;997536;116327;CIC         
665844;A ;35;20182;997536;116327;CIC         
665844;A ;35;20182;997536;116327;CIC         
651653;A ;45;20181;1050711;204315;CIC         
651653;A ;45;20181;1050711;204315;CIC         
653765;B ;45;20181;1012606;116726;CIC         
655797;A ;40;20181;1013955;117901;CIC         
655797;A ;40;20181;1013955;117901;CIC         
668207;A ;40;20182;1016377;113468;CIC         
668207;A ;40;20182;1016377;113468;CIC         
671023;B ;43;20182;1012606;116726;CIC         
673468;A ;30;20182;999547;121614;CIC         
675168;B ;45;20182;986721;117536;CIC         
675168;B ;45;20182;986721;117536;CIC         
651393;B ;40;20181;1034324;116343;CIC         
651393;B ;40;20181;1034324;116343;CIC         
666357;A ;40;20182;1054791;116319;CIC         
666357;A ;40;20182;1054791;116319;CIC         
669961;I ;40;20182;1112708;116793;CIC         
669961;I ;40;20182;1112708;116793;CIC         
671727;A ;40;20182;1011901;113476;CIC         
671727;A ;40;20182;1011901;113476;CIC         
671727;A ;40;20182;1011901;113476;CIC         
652998;C ;40;20181;1043692;113450;CIC         
652998;C ;40;20181;1043692;113450;CIC         
668913;A ;45;20182;1034324;116343;CIC         
668913;A ;45;20182;1034324;116343;CIC         
669662;B ;40;20182;1034332;116432;CIC         
669662;B ;40;20182;1034332;116432;CIC         
672832;A ;45;20182;1113101;117897;CIC         
672832;A ;45;20182;1113101;117897;CIC         
676178;B ;45;20182;139751;116297;CIC         
676178;B ;45;20182;139751;116297;CIC         
676178;B ;45;20182;139751;116297;CIC         
676178;B ;45;20182;139751;116297;CIC         
676178;B ;45;20182;139751;116297;CIC         
676178;B ;45;20182;139751;116297;CIC         
672125;A ;52;20182;1035011;117528;CIC         
653776;A ;50;20181;1053574;113450;CIC         
653776;A ;50;20181;1053574;113450;CIC         
673095;DD;65;20182;1099299;113476;CIC         
673095;DD;65;20182;1099299;113476;CIC         
673095;DD;65;20182;1099299;113476;CIC         
653777;B ;46;20181;1099141;113450;CIC         
653777;B ;46;20181;1099141;113450;CIC         
654980;A ;52;20181;151785;117528;CIC         
671033;A ;50;20182;1053574;113450;CIC         
671033;A ;50;20182;1053574;113450;CIC         
671034;B ;50;20182;1099141;113450;CIC         
671034;B ;50;20182;1099141;113450;CIC         
650681;A ;50;20181;1094122;113492;CIC         
650681;A ;50;20181;1094122;113492;CIC         
668241;A ;50;20182;121754;113492;CIC         
668241;A ;50;20182;121754;113492;CIC         
673486;FF;65;20182;1042653;113476;CIC         
673486;FF;65;20182;1042653;113476;CIC         
673486;FF;65;20182;1042653;113476;CIC         
656590;FF;70;20181;1099299;113476;CIC         
656590;FF;70;20181;1099299;113476;CIC         
656590;FF;70;20181;1099299;113476;CIC         
656085;CC;65;20181;1042653;113476;CIC         
656085;CC;65;20181;1042653;113476;CIC         
656085;CC;65;20181;1042653;113476;CIC         
656086;DD;65;20181;1104748;113476;CIC         
656086;DD;65;20181;1104748;113476;CIC         
656086;DD;65;20181;1104748;113476;CIC         
673093;BB;65;20182;1062816;113476;CIC         
673093;BB;65;20182;1062816;113476;CIC         
673093;BB;65;20182;1062816;113476;CIC         
656084;BB;65;20181;1062816;113476;CIC         
656084;BB;65;20181;1062816;113476;CIC         
656084;BB;65;20181;1062816;113476;CIC         
656083;AA;65;20181;1062867;113476;CIC         
656083;AA;65;20181;1062867;113476;CIC         
656083;AA;65;20181;1062867;113476;CIC         
657587;EE;70;20181;1099850;113476;CIC         
657587;EE;70;20181;1099850;113476;CIC         
657587;EE;70;20181;1099850;113476;CIC         
674006;EE;65;20182;1099299;113476;CIC         
674006;EE;65;20182;1099299;113476;CIC         
674006;EE;65;20182;1099299;113476;CIC         
673092;AA;65;20182;1062867;113476;CIC         
673092;AA;65;20182;1062867;113476;CIC         
673092;AA;65;20182;1062867;113476;CIC         
673094;CC;65;20182;1099850;113476;CIC         
673094;CC;65;20182;1099850;113476;CIC         
673094;CC;65;20182;1099850;113476;CIC         
674397;D ;100;20182;1111931;116297;CIC         
674397;D ;100;20182;1111931;116297;CIC         
674397;D ;100;20182;1111931;116297;CIC         
674397;D ;100;20182;1012606;116297;CIC         
674397;D ;100;20182;1012606;116297;CIC         
674397;D ;100;20182;1012606;116297;CIC         
674397;D ;100;20182;1111931;116297;CIC         
674397;D ;100;20182;1111931;116297;CIC         
674397;D ;100;20182;1111931;116297;CIC         
674397;D ;100;20182;1012606;116297;CIC         
674397;D ;100;20182;1012606;116297;CIC         
674397;D ;100;20182;1012606;116297;CIC         
658403;D ;100;20181;1012606;116297;CIC         
658403;D ;100;20181;1012606;116297;CIC         
658403;D ;100;20181;1012606;116297;CIC         
658403;D ;100;20181;1090780;116297;CIC         
658403;D ;100;20181;1090780;116297;CIC         
658403;D ;100;20181;1090780;116297;CIC         
658403;D ;100;20181;1090780;116297;CIC         
658403;D ;100;20181;1090780;116297;CIC         
658403;D ;100;20181;1090780;116297;CIC         
658403;D ;100;20181;1012606;116297;CIC         
658403;D ;100;20181;1012606;116297;CIC         
658403;D ;100;20181;1012606;116297;CIC         
